YEAR,DATE,ROAD_CLASS,District,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,INITDIR,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Ward_Name,Ward_ID,Hood_ID,Hood_Name
2014,26-10-2014 09:30,Major Arterial,Toronto East York,43.64555701,-79.36981592,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,25 to 29,None,West, , ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2014,26-10-2014 09:30,Major Arterial,Toronto East York,43.64555701,-79.36981592,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,30 to 34,Major,West, , ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2014,26-10-2014 09:30,Major Arterial,Toronto East York,43.64555701,-79.36981592,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,25 to 29,None,West, , ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2014,26-10-2014 09:30,Major Arterial,Toronto East York,43.64555701,-79.36981592,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,25 to 29,None,West, , ,Yes, , , , , ,Yes,Yes, , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2015,31-10-2015 09:30,Major Arterial,Toronto East York,43.68651541,-79.31314478,No,Rain,Artificial,Wet,Non-Fatal Injury,Driver,65 to 69,Minimal,North, , ,Yes,Yes, , , , ,Yes,Yes, , , ,Beaches-East York (31),31,59,Danforth East York (59)
2015,31-10-2015 09:30,Major Arterial,Toronto East York,43.68651541,-79.31314478,No,Rain,Artificial,Wet,Non-Fatal Injury,Motorcycle Driver,30 to 34,Major,North, , ,Yes,Yes, , , , ,Yes,Yes, , , ,Beaches-East York (31),31,59,Danforth East York (59)
2009,22-04-2009 09:30,Major Arterial,Etobicoke York,43.68394538,-79.51149029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,North, , ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9)
2009,22-04-2009 09:30,Major Arterial,Etobicoke York,43.68394538,-79.51149029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,South, , ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,9,Edenbridge-Humber Valley (9)
2008,05-02-2008 10:30,Major Arterial,Etobicoke York,43.68624538,-79.49239029,No,Rain,Natural,Slush/Ice,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , ,Yes, , , ,York South-Weston (11),11,115,Mount Dennis (115)
2008,05-02-2008 10:30,Major Arterial,Etobicoke York,43.68624538,-79.49239029,No,Rain,Natural,Slush/Ice,Non-Fatal Injury,Driver,40 to 44,Major,East, , ,Yes, , , , , , ,Yes, , , ,York South-Weston (11),11,115,Mount Dennis (115)
2008,05-02-2008 10:30,Major Arterial,Etobicoke York,43.68624538,-79.49239029,No,Rain,Natural,Slush/Ice,Non-Fatal Injury,Driver,25 to 29,Minimal,West, , ,Yes, , , , , , ,Yes, , , ,York South-Weston (11),11,115,Mount Dennis (115)
2009,27-03-2009 09:30,Major Arterial,Etobicoke York,43.70474538,-79.50429029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,North,Yes, ,Yes, , , , , , ,Yes, , , ,York South-Weston (12),12,28,Rustic (28)
2009,27-03-2009 09:30,Major Arterial,Etobicoke York,43.70474538,-79.50429029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,West,Yes, ,Yes, , , , , , ,Yes, , , ,York South-Weston (12),12,28,Rustic (28)
2015,30-12-2015 10:30,Major Arterial,Toronto East York,43.68234213,-79.32826624,No,Clear,Artificial,Dry,Fatal,Driver,25 to 29,None,West,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,65,Greenwood-Coxwell (65)
2010,26-09-2010 09:30,Major Arterial,Etobicoke York,43.71134538,-79.59279029,Yes,Clear,Natural,Dry,Fatal,Passenger,unknown,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2017,18-08-2017 09:30,Major Arterial,Etobicoke York,43.74877538,-79.55772029,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,York West (7),7,22,Humbermede (22)
2009,18-04-2009 09:30,Major Arterial,Etobicoke York,43.73114538,-79.60169029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,Major,Unknown, , ,Yes, , , , , , , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2013,06-06-2013 09:30,Major Arterial,Toronto East York,43.65184363,-79.39758692,No,Rain,Artificial,Wet,Fatal,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2010,23-10-2010 09:30,Major Arterial,Etobicoke York,43.69424538,-79.55859029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Etobicoke Centre (4),4,6,Kingsview Village-The Westway (6)
2010,26-09-2010 09:30,Major Arterial,Etobicoke York,43.71134538,-79.59279029,Yes,Clear,Natural,Dry,Fatal,Passenger,5 to 9,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2013,06-06-2013 09:30,Major Arterial,Toronto East York,43.65184363,-79.39758692,No,Rain,Artificial,Wet,Fatal,Driver,30 to 34,None,South,Yes, ,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2016,08-07-2016 09:30,Collector,Scarborough,43.7527767,-79.19073878,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,15 to 19,Major,West, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Scarborough East (43),43,140,Guildwood (140)
2010,26-09-2010 09:30,Major Arterial,Etobicoke York,43.71134538,-79.59279029,Yes,Clear,Natural,Dry,Fatal,Passenger,25 to 29,Fatal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2010,26-09-2010 09:30,Major Arterial,Etobicoke York,43.71134538,-79.59279029,Yes,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2010,26-09-2010 09:30,Major Arterial,Etobicoke York,43.71134538,-79.59279029,Yes,Clear,Natural,Dry,Fatal,Driver,30 to 34,Minimal,West, , ,Yes, , , , ,Yes,Yes,Yes, ,Yes, ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2012,12-07-2012 09:30,Minor Arterial,Etobicoke York,43.65754538,-79.56829029,No,Clear,Artificial,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,East, , , ,Yes, , , , ,Yes,Yes, , , ,Etobicoke Centre (3),3,11,Eringate-Centennial-West Deane (11)
2016,12-03-2016 10:30,Major Arterial,Toronto East York,43.70672186,-79.39835749,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,15 to 19,Minimal,East,Yes, ,Yes, , , , ,Yes,Yes,Yes, , ,Yes,St. Paul's (22),22,104,Mount Pleasant West (104)
2016,12-03-2016 10:30,Major Arterial,Toronto East York,43.70672186,-79.39835749,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,70 to 74,None,North,Yes, ,Yes, , , , ,Yes,Yes,Yes, , ,Yes,St. Paul's (22),22,104,Mount Pleasant West (104)
2016,12-03-2016 10:30,Major Arterial,Toronto East York,43.70672186,-79.39835749,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,15 to 19,None,Unknown,Yes, ,Yes, , , , ,Yes,Yes,Yes, , ,Yes,St. Paul's (22),22,104,Mount Pleasant West (104)
2016,12-03-2016 10:30,Major Arterial,Toronto East York,43.70672186,-79.39835749,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,65 to 69,None,Unknown,Yes, ,Yes, , , , ,Yes,Yes,Yes, , ,Yes,St. Paul's (22),22,104,Mount Pleasant West (104)
2016,12-03-2016 10:30,Major Arterial,Toronto East York,43.70672186,-79.39835749,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,South,Yes, ,Yes, , , , ,Yes,Yes,Yes, , ,Yes,St. Paul's (22),22,104,Mount Pleasant West (104)
2008,12-06-2008 09:30,Local,Etobicoke York,43.67664538,-79.50229029,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,East, , , ,Yes, , , , , , , , , ,York South-Weston (11),11,111,Rockcliffe-Smythe (111)
2016,18-12-2016 10:30,Expressway,Toronto East York,43.68396338,-79.3616067,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,65 to 69,None,South,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Toronto-Danforth (29),29,57,Broadview North (57)
2016,18-12-2016 10:30,Expressway,Toronto East York,43.68396338,-79.3616067,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,Unknown,Yes, ,Yes, , , , , ,Yes,Yes, , , ,Toronto-Danforth (29),29,57,Broadview North (57)
2011,24-02-2011 10:30,Minor Arterial,Etobicoke York,43.65504538,-79.51479029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,North, , ,Yes, , , , , , , , ,Yes, ,Etobicoke-Lakeshore (5),5,15,Kingsway South (15)
2011,24-02-2011 10:30,Minor Arterial,Etobicoke York,43.65504538,-79.51479029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , ,Yes, ,Etobicoke-Lakeshore (5),5,15,Kingsway South (15)
2011,24-02-2011 10:30,Minor Arterial,Etobicoke York,43.65504538,-79.51479029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,Major,South, , ,Yes, , , , , , , , ,Yes, ,Etobicoke-Lakeshore (5),5,15,Kingsway South (15)
2007,20-04-2007 09:30,Collector,North York,43.79934538,-79.33759029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Don Valley East (33),33,46,Pleasant View (46)
2007,20-04-2007 09:30,Collector,North York,43.79934538,-79.33759029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Don Valley East (33),33,46,Pleasant View (46)
2007,20-04-2007 09:30,Collector,North York,43.79934538,-79.33759029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,East,Yes, ,Yes, , , , , , , , , , ,Don Valley East (33),33,46,Pleasant View (46)
2007,20-04-2007 09:30,Collector,North York,43.79934538,-79.33759029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Minor,Unknown,Yes, ,Yes, , , , , , , , , , ,Don Valley East (33),33,46,Pleasant View (46)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,None,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,South, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,5 to 9,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,5 to 9,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,10 to 14,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,35 to 39,Minimal,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Minimal,North, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,None,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2007,22-07-2007 09:30,Major Arterial,Toronto East York,43.65474538,-79.38829029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,South, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,76,Bay Street Corridor (76)
2008,09-05-2008 09:30,Local,North York,43.79324538,-79.42169029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, , , , , , , , , , , , ,Willowdale (23),23,36,Newtonbrook West (36)
2008,09-05-2008 09:30,Local,North York,43.79324538,-79.42169029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,South,Yes, , , , , , , , , , , , ,Willowdale (23),23,36,Newtonbrook West (36)
2008,09-05-2008 09:30,Local,North York,43.79324538,-79.42169029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,Unknown,Yes, , , , , , , , , , , , ,Willowdale (23),23,36,Newtonbrook West (36)
2008,31-08-2008 09:30,Major Arterial,North York,43.78934538,-79.36789029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,Major,South, , ,Yes, , , , , ,Yes,Yes, , , ,Don Valley East (33),33,47,Don Valley Village (47)
2008,31-08-2008 09:30,Major Arterial,North York,43.78934538,-79.36789029,No,Clear,Natural,Dry,Non-Fatal Injury,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , , ,Yes,Yes, , , ,Don Valley East (33),33,47,Don Valley Village (47)
2010,11-05-2010 09:30,Major Arterial,Toronto East York,43.66674538,-79.44649029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Driver,40 to 44,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (18),18,93,Dovercourt-Wallace Emerson-Junction (93)
2010,11-05-2010 09:30,Major Arterial,Toronto East York,43.66674538,-79.44649029,Yes,Rain,Natural,Wet,Non-Fatal Injury,Pedestrian,55 to 59,Major,South,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (18),18,93,Dovercourt-Wallace Emerson-Junction (93)
2011,23-11-2011 10:30,Major Arterial,North York,43.76004538,-79.46499029,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,30 to 34,None,North,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,34,Bathurst Manor (34)
2011,23-11-2011 10:30,Major Arterial,North York,43.76004538,-79.46499029,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,West,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,34,Bathurst Manor (34)
2012,16-11-2012 10:30,Major Arterial,Toronto East York,43.67065008,-79.38483057,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2012,16-11-2012 10:30,Major Arterial,Toronto East York,43.67065008,-79.38483057,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,Major,East, , ,Yes, , , , ,Yes, ,Yes, , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2012,16-11-2012 10:30,Major Arterial,Toronto East York,43.67065008,-79.38483057,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2012,16-11-2012 10:30,Major Arterial,Toronto East York,43.67065008,-79.38483057,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2012,16-11-2012 10:30,Major Arterial,Toronto East York,43.67065008,-79.38483057,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,Major,West, , ,Yes, , , , ,Yes, ,Yes, , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2013,18-05-2013 09:30,Major Arterial,North York,43.69744538,-79.44219029,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,50 to 54,None,West,Yes, ,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,108,Briar Hill-Belgravia (108)
2013,18-05-2013 09:30,Major Arterial,North York,43.69744538,-79.44219029,No,Clear,Artificial,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,108,Briar Hill-Belgravia (108)
2013,18-05-2013 09:30,Major Arterial,North York,43.69744538,-79.44219029,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,15 to 19,None,East,Yes, ,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,108,Briar Hill-Belgravia (108)
2013,18-05-2013 09:30,Major Arterial,North York,43.69744538,-79.44219029,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,South,Yes, ,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,108,Briar Hill-Belgravia (108)
2013,12-07-2013 09:30,Major Arterial,North York,43.68860205,-79.44736109,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,North, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2013,12-07-2013 09:30,Major Arterial,North York,43.68860205,-79.44736109,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Cyclist,15 to 19,Major,South, ,Yes,Yes, , , , , , , , , , ,Eglinton-Lawrence (15),15,107,Oakwood Village (107)
2013,01-11-2013 09:30,Major Arterial,Toronto East York,43.64418753,-79.37833033,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,25 to 29,None,North,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2013,01-11-2013 09:30,Major Arterial,Toronto East York,43.64418753,-79.37833033,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,East,Yes, ,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77)
2014,18-07-2014 09:30,Minor Arterial,Toronto East York,43.6608692,-79.37352381,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,25 to 29,Major,South, ,Yes,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,73,Moss Park (73)
2014,18-07-2014 09:30,Minor Arterial,Toronto East York,43.6608692,-79.37352381,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,None,West, ,Yes,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,73,Moss Park (73)
2014,18-07-2014 09:30,Minor Arterial,Toronto East York,43.6608692,-79.37352381,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,None,Unknown, ,Yes,Yes, , , , ,Yes,Yes,Yes, , , ,Toronto Centre-Rosedale (27),27,73,Moss Park (73)
2014,30-08-2014 09:30,Minor Arterial,Etobicoke York,43.66856726,-79.48337183,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,25 to 29,None,North,Yes, ,Yes,Yes, , , , , , , , , ,York South-Weston (11),11,90,Junction Area (90)
2014,30-08-2014 09:30,Minor Arterial,Etobicoke York,43.66856726,-79.48337183,No,Clear,Artificial,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,North,Yes, ,Yes,Yes, , , , , , , , , ,York South-Weston (11),11,90,Junction Area (90)
2014,30-08-2014 09:30,Minor Arterial,Etobicoke York,43.66856726,-79.48337183,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Minimal,Unknown,Yes, ,Yes,Yes, , , , , , , , , ,York South-Weston (11),11,90,Junction Area (90)
2014,30-08-2014 09:30,Minor Arterial,Etobicoke York,43.66856726,-79.48337183,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,Unknown,Yes, ,Yes,Yes, , , , , , , , , ,York South-Weston (11),11,90,Junction Area (90)
2016,28-02-2016 10:30,Major Arterial,North York,43.74142798,-79.31420527,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Driver,20 to 24,None,West, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2016,28-02-2016 10:30,Major Arterial,North York,43.74142798,-79.31420527,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Driver,25 to 29,Minor,East, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2016,28-02-2016 10:30,Major Arterial,North York,43.74142798,-79.31420527,Yes,Rain,Artificial,Wet,Non-Fatal Injury,Passenger,15 to 19,Major,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,Don Valley East (34),34,43,Victoria Village (43)
2016,10-07-2016 09:30,Major Arterial,Etobicoke York,43.62285956,-79.48119746,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Driver,60 to 64,None,East,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2016,10-07-2016 09:30,Major Arterial,Etobicoke York,43.62285956,-79.48119746,Yes,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,unknown,Major,South,Yes, ,Yes, , , , , , , , , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Driver,40 to 44,None,South,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,20 to 24,None,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,30 to 34,None,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Passenger,10 to 14,None,Unknown,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,West,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2017,01-07-2017 09:30,Minor Arterial,Etobicoke York,43.65007742,-79.56899653,No,Clear,Artificial,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,West,Yes, ,Yes, , , , ,Yes, , , , , ,Etobicoke Centre (3),3,13,Etobicoke West Mall (13)
2009,11-08-2009 09:30,Major Arterial,Scarborough,43.80834538,-79.17079029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,35 to 39,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough East (44),44,131,Rouge (131)
2009,11-08-2009 09:30,Major Arterial,Scarborough,43.80834538,-79.17079029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,South, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough East (44),44,131,Rouge (131)
2009,11-08-2009 09:30,Major Arterial,Scarborough,43.80834538,-79.17079029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,None,West, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough East (44),44,131,Rouge (131)
2009,11-08-2009 09:30,Major Arterial,Scarborough,43.80834538,-79.17079029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Other Property Owner,unknown,unknown,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough East (44),44,131,Rouge (131)
2010,29-10-2010 09:30,Major Arterial,Toronto East York,43.65774538,-79.37299029,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,40 to 44,Major,East, , , ,Yes, , , , , , , , , ,Toronto Centre-Rosedale (27),27,73,Moss Park (73)
